Name,Date Released,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo
"i,i",2019-08-09,58,0.4652307692307692,0.3248615384615385,-12.271923076923077,0.09831538461538461,0.8759230769230768,0.2390923076923077,0.24963076923076927,106.95576923076922
Norman Fucking Rockwell!,2019-08-30,77,0.4342142857142858,0.2714571428571428,-11.989428571428572,0.04266428571428572,0.8229999999999998,0.12029285714285716,0.22897857142857145,97.77385714285715
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,96,0.5837857142857145,0.2817214285714286,-15.08507142857143,0.19308571428571428,0.6568571428571428,0.23930714285714288,0.28800714285714285,105.49428571428571
"thank u, next",2019-02-08,89,0.66825,0.5255833333333334,-6.622,0.14164166666666667,0.29873333333333335,0.1547416666666667,0.38891666666666663,113.23116666666665
I Used To Know Her,2019-08-30,60,0.5492631578947369,0.49242105263157904,-9.299052631578947,0.16576315789473686,0.47175263157894737,0.16755263157894737,0.3708263157894737,107.29726315789476
7 EP,2019-06-21,88,0.7515000000000001,0.5866250000000001,-6.646625,0.1109625,0.15275000000000002,0.1583625,0.531375,142.74237499999998
Cuz I Love You,2019-04-19,67,0.7068181818181818,0.7315454545454546,-4.324363636363636,0.12988181818181818,0.05154272727272727,0.3042909090909091,0.6317272727272727,127.84654545454545
Father of the Bride,2019-05-03,62,0.6423888888888887,0.5041666666666667,-7.761888888888889,0.06218888888888888,0.5229777777777778,0.1689166666666667,0.5277777777777778,118.15022222222223
